path,base_category,current_variant,train_group,cluster_id,proposed_train_type,type_confidence,blue_ratio,green_ratio,orange_ratio,silver_ratio
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_green_blue_commuter_32x32_1805.png,train_exterior,carriage_body_green,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.476,0.011,0.137,0.000
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_green_blue_commuter_32x32_1806.png,train_exterior,carriage_body_green,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.468,0.001,0.019,0.008
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_green_blue_commuter_32x32_1807.png,train_exterior,carriage_body_green,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.506,0.021,0.080,0.019
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_green_blue_commuter_32x32_1808.png,train_exterior,carriage_body_green,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.553,0.020,0.110,0.034
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_green_blue_commuter_32x32_1809.png,train_exterior,carriage_body_green,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.517,0.000,0.207,0.000
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_green_blue_commuter_32x32_1810.png,train_exterior,carriage_body_green,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.421,0.045,0.072,0.000
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_green_blue_commuter_32x32_1811.png,train_exterior,carriage_body_green,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.419,0.041,0.070,0.000
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_green_blue_commuter_32x32_1812.png,train_exterior,carriage_body_green,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.413,0.032,0.041,0.008
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_green_blue_commuter_32x32_1813.png,train_exterior,carriage_body_green,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.411,0.054,0.000,0.000
assets/tilesets/train_exterior/train_exterior/train_exterior_te_front_nose_parts_blue_commuter_32x32_1832.png,train_exterior,front_nose_parts,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.451,0.000,0.000,0.309
assets/tilesets/train_exterior/train_exterior/train_exterior_te_front_mid_sections_blue_commuter_32x32_1845.png,train_exterior,front_mid_sections,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.839,0.000,0.000,0.030
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_green_blue_commuter_32x32_1881.png,train_exterior,carriage_body_green,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.709,0.000,0.000,0.041
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_blue_alt_blue_commuter_32x32_1882.png,train_exterior,carriage_body_blue_alt,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.783,0.000,0.000,0.038
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_blue_alt_blue_commuter_32x32_1883.png,train_exterior,carriage_body_blue_alt,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.594,0.000,0.000,0.127
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_blue_alt_blue_commuter_32x32_1884.png,train_exterior,carriage_body_blue_alt,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.825,0.000,0.000,0.040
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_blue_alt_blue_commuter_32x32_1885.png,train_exterior,carriage_body_blue_alt,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.667,0.000,0.000,0.110
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_blue_alt_blue_commuter_32x32_1886.png,train_exterior,carriage_body_blue_alt,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.792,0.000,0.000,0.052
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_blue_alt_blue_commuter_32x32_1887.png,train_exterior,carriage_body_blue_alt,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.703,0.000,0.000,0.123
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_blue_alt_blue_commuter_32x32_1888.png,train_exterior,carriage_body_blue_alt,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.716,0.000,0.000,0.059
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_blue_alt_blue_commuter_32x32_1889.png,train_exterior,carriage_body_blue_alt,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.688,0.000,0.000,0.075
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_green_blue_commuter_32x32_1890.png,train_exterior,carriage_body_green,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.689,0.000,0.000,0.079
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_blue_alt_blue_commuter_32x32_1891.png,train_exterior,carriage_body_blue_alt,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.769,0.000,0.000,0.043
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_blue_alt_blue_commuter_32x32_1892.png,train_exterior,carriage_body_blue_alt,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.610,0.000,0.000,0.128
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_blue_alt_blue_commuter_32x32_1893.png,train_exterior,carriage_body_blue_alt,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.817,0.000,0.000,0.041
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_blue_alt_blue_commuter_32x32_1894.png,train_exterior,carriage_body_blue_alt,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.657,0.000,0.000,0.113
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_blue_alt_blue_commuter_32x32_1895.png,train_exterior,carriage_body_blue_alt,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.806,0.000,0.000,0.045
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_blue_alt_blue_commuter_32x32_1896.png,train_exterior,carriage_body_blue_alt,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.651,0.000,0.000,0.113
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_blue_alt_blue_commuter_32x32_1897.png,train_exterior,carriage_body_blue_alt,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.733,0.000,0.000,0.060
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_blue_alt_blue_commuter_32x32_1898.png,train_exterior,carriage_body_blue_alt,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.688,0.000,0.000,0.078
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_green_blue_commuter_32x32_1899.png,train_exterior,carriage_body_green,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.686,0.000,0.000,0.072
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_blue_alt_blue_commuter_32x32_1900.png,train_exterior,carriage_body_blue_alt,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.749,0.000,0.000,0.046
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_blue_alt_blue_commuter_32x32_1901.png,train_exterior,carriage_body_blue_alt,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.662,0.000,0.000,0.138
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_blue_alt_blue_commuter_32x32_1902.png,train_exterior,carriage_body_blue_alt,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.815,0.000,0.000,0.041
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_blue_alt_blue_commuter_32x32_1903.png,train_exterior,carriage_body_blue_alt,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.647,0.000,0.000,0.113
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_blue_alt_blue_commuter_32x32_1904.png,train_exterior,carriage_body_blue_alt,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.825,0.000,0.000,0.040
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_blue_alt_blue_commuter_32x32_1905.png,train_exterior,carriage_body_blue_alt,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.638,0.000,0.000,0.118
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_blue_alt_blue_commuter_32x32_1906.png,train_exterior,carriage_body_blue_alt,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.747,0.000,0.000,0.053
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_blue_alt_blue_commuter_32x32_1907.png,train_exterior,carriage_body_blue_alt,train_exterior_parts,train_exterior_parts_cluster_01,blue_commuter,high,0.716,0.000,0.000,0.045
assets/tilesets/train_exterior/train_exterior/train_exterior_te_roof_and_trim_strips_silver_hsr_32x32_1721.png,train_exterior,roof_and_trim_strips,train_exterior_parts,train_exterior_parts_cluster_02,silver_hsr,medium,0.076,0.202,0.000,0.205
assets/tilesets/train_exterior/train_exterior/train_exterior_te_roof_and_trim_strips_orange_livery_32x32_1722.png,train_exterior,roof_and_trim_strips,train_exterior_parts,train_exterior_parts_cluster_02,orange_livery,medium,0.034,0.195,0.260,0.089
assets/tilesets/train_exterior/train_exterior/train_exterior_te_roof_and_trim_strips_green_commuter_32x32_1723.png,train_exterior,roof_and_trim_strips,train_exterior_parts,train_exterior_parts_cluster_02,green_commuter,high,0.070,0.294,0.000,0.167
assets/tilesets/train_exterior/train_exterior/train_exterior_te_roof_and_trim_strips_blue_commuter_32x32_1724.png,train_exterior,roof_and_trim_strips,train_exterior_parts,train_exterior_parts_cluster_02,blue_commuter,medium,0.203,0.125,0.000,0.167
assets/tilesets/train_exterior/train_exterior/train_exterior_te_roof_and_trim_strips_green_commuter_32x32_1725.png,train_exterior,roof_and_trim_strips,train_exterior_parts,train_exterior_parts_cluster_02,green_commuter,high,0.108,0.303,0.000,0.175
assets/tilesets/train_exterior/train_exterior/train_exterior_te_roof_and_trim_strips_blue_commuter_32x32_1726.png,train_exterior,roof_and_trim_strips,train_exterior_parts,train_exterior_parts_cluster_02,blue_commuter,high,0.481,0.000,0.000,0.288
assets/tilesets/train_exterior/train_exterior/train_exterior_te_roof_and_trim_strips_blue_commuter_32x32_1727.png,train_exterior,roof_and_trim_strips,train_exterior_parts,train_exterior_parts_cluster_02,blue_commuter,high,0.411,0.000,0.000,0.245
assets/tilesets/train_exterior/train_exterior/train_exterior_te_roof_and_trim_strips_blue_commuter_32x32_1728.png,train_exterior,roof_and_trim_strips,train_exterior_parts,train_exterior_parts_cluster_02,blue_commuter,high,0.448,0.107,0.000,0.182
assets/tilesets/train_exterior/train_exterior/train_exterior_te_roof_and_trim_strips_blue_commuter_32x32_1729.png,train_exterior,roof_and_trim_strips,train_exterior_parts,train_exterior_parts_cluster_02,blue_commuter,high,0.408,0.000,0.000,0.288
assets/tilesets/train_exterior/train_exterior/train_exterior_te_roof_and_trim_strips_green_commuter_32x32_1730.png,train_exterior,roof_and_trim_strips,train_exterior_parts,train_exterior_parts_cluster_02,green_commuter,medium,0.173,0.247,0.000,0.181
assets/tilesets/train_exterior/train_exterior/train_exterior_te_roof_and_trim_strips_blue_commuter_32x32_1731.png,train_exterior,roof_and_trim_strips,train_exterior_parts,train_exterior_parts_cluster_02,blue_commuter,high,0.461,0.088,0.000,0.241
assets/tilesets/train_exterior/train_exterior/train_exterior_te_roof_and_trim_strips_blue_commuter_32x32_1732.png,train_exterior,roof_and_trim_strips,train_exterior_parts,train_exterior_parts_cluster_02,blue_commuter,high,0.396,0.064,0.000,0.267
assets/tilesets/train_exterior/train_exterior/train_exterior_te_roof_and_trim_strips_green_commuter_32x32_1733.png,train_exterior,roof_and_trim_strips,train_exterior_parts,train_exterior_parts_cluster_02,green_commuter,high,0.000,0.417,0.000,0.167
assets/tilesets/train_exterior/train_exterior/train_exterior_te_roof_and_trim_strips_green_commuter_32x32_1734.png,train_exterior,roof_and_trim_strips,train_exterior_parts,train_exterior_parts_cluster_02,green_commuter,high,0.102,0.381,0.000,0.124
assets/tilesets/train_exterior/train_exterior/train_exterior_te_roof_and_trim_strips_blue_commuter_32x32_1735.png,train_exterior,roof_and_trim_strips,train_exterior_parts,train_exterior_parts_cluster_02,blue_commuter,high,0.465,0.022,0.000,0.276
assets/tilesets/train_exterior/train_exterior/train_exterior_te_roof_and_trim_strips_blue_commuter_32x32_1736.png,train_exterior,roof_and_trim_strips,train_exterior_parts,train_exterior_parts_cluster_02,blue_commuter,high,0.457,0.049,0.000,0.252
assets/tilesets/train_exterior/train_exterior/train_exterior_te_roof_and_trim_strips_green_commuter_32x32_1737.png,train_exterior,roof_and_trim_strips,train_exterior_parts,train_exterior_parts_cluster_02,green_commuter,high,0.065,0.365,0.000,0.158
assets/tilesets/train_exterior/train_exterior/train_exterior_te_roof_and_trim_strips_blue_commuter_32x32_1738.png,train_exterior,roof_and_trim_strips,train_exterior_parts,train_exterior_parts_cluster_02,blue_commuter,high,0.430,0.051,0.000,0.259
assets/tilesets/train_exterior/train_exterior/train_exterior_te_roof_and_trim_strips_blue_commuter_32x32_1739.png,train_exterior,roof_and_trim_strips,train_exterior_parts,train_exterior_parts_cluster_02,blue_commuter,high,0.414,0.169,0.000,0.164
assets/tilesets/train_exterior/train_exterior/train_exterior_te_roof_and_trim_strips_blue_commuter_32x32_1740.png,train_exterior,roof_and_trim_strips,train_exterior_parts,train_exterior_parts_cluster_02,blue_commuter,high,0.392,0.000,0.000,0.250
assets/tilesets/train_exterior/train_exterior/train_exterior_te_roof_and_trim_strips_blue_commuter_32x32_1741.png,train_exterior,roof_and_trim_strips,train_exterior_parts,train_exterior_parts_cluster_02,blue_commuter,high,0.534,0.000,0.000,0.260
assets/tilesets/train_exterior/train_exterior/train_exterior_te_roof_and_trim_strips_green_commuter_32x32_1742.png,train_exterior,roof_and_trim_strips,train_exterior_parts,train_exterior_parts_cluster_02,green_commuter,medium,0.129,0.256,0.000,0.211
assets/tilesets/train_exterior/train_exterior/train_exterior_te_roof_and_trim_strips_blue_commuter_32x32_1743.png,train_exterior,roof_and_trim_strips,train_exterior_parts,train_exterior_parts_cluster_02,blue_commuter,medium,0.172,0.156,0.000,0.167
assets/tilesets/train_exterior/train_exterior/train_exterior_te_roof_and_trim_strips_green_commuter_32x32_1744.png,train_exterior,roof_and_trim_strips,train_exterior_parts,train_exterior_parts_cluster_02,green_commuter,high,0.109,0.242,0.000,0.167
assets/tilesets/train_exterior/train_exterior/train_exterior_te_roof_and_trim_strips_orange_livery_32x32_1745.png,train_exterior,roof_and_trim_strips,train_exterior_parts,train_exterior_parts_cluster_02,orange_livery,medium,0.023,0.211,0.260,0.089
assets/tilesets/train_exterior/train_exterior/train_exterior_te_roof_and_trim_strips_green_commuter_32x32_1746.png,train_exterior,roof_and_trim_strips,train_exterior_parts,train_exterior_parts_cluster_02,green_commuter,medium,0.027,0.234,0.000,0.213
assets/tilesets/train_exterior/train_exterior/train_exterior_te_roof_and_trim_strips_silver_hsr_32x32_1912.png,train_exterior,roof_and_trim_strips,train_exterior_parts,train_exterior_parts_cluster_02,silver_hsr,high,0.387,0.000,0.000,0.548
assets/tilesets/train_exterior/train_exterior/train_exterior_te_roof_and_trim_strips_silver_hsr_32x32_1930.png,train_exterior,roof_and_trim_strips,train_exterior_parts,train_exterior_parts_cluster_02,silver_hsr,high,0.353,0.000,0.000,0.588
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_blue_blue_commuter_32x32_1819.png,train_exterior,carriage_body_blue,train_exterior_parts,train_exterior_parts_cluster_03,blue_commuter,high,0.376,0.000,0.000,0.187
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_blue_blue_commuter_32x32_1820.png,train_exterior,carriage_body_blue,train_exterior_parts,train_exterior_parts_cluster_03,blue_commuter,high,0.424,0.000,0.000,0.182
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_blue_blue_commuter_32x32_1823.png,train_exterior,carriage_body_blue,train_exterior_parts,train_exterior_parts_cluster_03,blue_commuter,high,0.443,0.000,0.000,0.149
assets/tilesets/train_exterior/train_exterior/train_exterior_te_carriage_body_blue_blue_commuter_32x32_1825.png,train_exterior,carriage_body_blue,train_exterior_parts,train_exterior_parts_cluster_03,blue_commuter,high,0.419,0.000,0.000,0.182
